,name,doi,doi_link
3157,HOPYEQ,,
3158,HOPYEQ01,,
3159,HOQMIL,,
3160,HOQMIL01,,
3161,HOQMIL02,,
3162,HOQMIL03,,
3163,HOQMIL04,,
3164,HOQMUX,,
3165,HOQNEI,,
3166,HORCOH,,
3167,HORCUN,,
3168,HORHAY,,
3169,HORHEC,,
3170,HORHIG,,
3171,HOTFED,,
3172,HOTWUJ,,
3173,HOVGIK,,
3174,HOVJIN,,
3175,HOVQAM,,
3176,HOWJEK,,
3177,HOWPEQ,,
3178,HOWPIU,,
3179,HOWPOZ,,
3180,HOWPUF,,
3181,HOWQAM,,
3182,HOWQEQ,,
3183,HOWQOA,,
3184,HOWROC,,
3185,HOWSAP,,
3186,HOWSET,,
3187,HOWSIX,,
3188,HOXGEH,,
3189,HOXJIO_charged,,
3190,HOXKIP,,
3191,HOXKUB,,
3192,HOXSAQ,,
3193,HOXSIY,,
3194,HOXSUK,,
3195,HOYREU,,
3196,HOYRIY,,
3197,HOYROE,,
3198,HOYTUL,,
3199,HOZBUV,,
3200,HOZDIL,,
3201,HOZFEJ,,
3202,HOZTOG,,
3203,HOZXEB,,
3204,HUCBAJ_charged,,
3205,HUCBEN_manual,,
3206,HUCFAO,,
3207,HUCLIB,,
3208,HUCWOT,,
3209,HUCWUZ,,
3210,HUCXAG,,
3211,HUCXEK,,
3212,HUCXIO,,
3213,HUCXOU,,
3214,HUCXUA,,
3215,HUDMAW,,
3216,HUDMEA,,
3217,HUDWUA,,
3218,HUFHEX,,
3219,HUFHIB,,
3220,HUFHOH,,
3221,HUFHUN,,
3222,HUFJAV,,
3223,HUFJEZ,,
3224,HUFJID,,
3225,HUFKUQ,,
3226,HUFLUR,,
3227,HUFMUS,,
3228,HUFYIS,,
3229,HUHBET,,
3230,HUHJAW,,
3231,HUHJOL,,
3232,HUHNIJ,,
3233,HUJGEA,,
3234,HUJVOX,,
3235,HUKQUZ_charged,,
3236,HULCOI,,
3237,HULRIR,,
3238,HULTEN,,
3239,HULTEP,,
3240,HUMQUC_charged,,
3241,HUMWIX,,
3242,HUNBEX,,
3243,HUNBIB,,
3244,HUNCUQ,,
3245,HUNFIH,,
3246,HUNFON,,
3247,HUPQIU,,
3248,HUQGOR,,
3249,HUQGUX,,
3250,HUQHAE,,
3251,HUQHEI,,
3252,HUQHIM,,
3253,HUQHOS,,
3254,HUQHUY,,
3255,HURFEH,,
3256,HURFUX,,
3257,HURGAE,,
3258,HURGEH,,
3259,HURGUX,,
3260,HURGUX01,,
3261,HURNOX,,
3262,HURQUG,,
3263,HUSGAE,,
3264,HUSJUC,,
3265,HUSQES,,
3266,HUTTIA,,
3267,HUTZEB,,
3268,HUVHIR,,
3269,HUVHOX,,
3270,HUWDEJ,,
3271,HUWHOY,,
3272,HUWLUI,,
3273,HUWPIA,,
3274,HUWSUN,,
3275,HUXDOT,,
3276,HUXHEP01,,
3277,HUXWAY,,
3278,HUYJOA,,
3279,HUYJUG,,
3280,HUYKAN,,
3281,HUYKER,,
3282,HUYKIV,,
3283,HUYKOB,,
3284,HUYKUH,,
3285,HUYXOP,,
3286,HUYXUV,,
3287,HUZFEO,,
3288,HUZFIS_charged,,
3289,HUZFOY_charged,,
3290,HUZKUJ,,
3291,HUZLIY,,
3292,HUZSOL,,
3293,HUZSUR,,
3294,HUZXAD,,
3295,HUZXEH,,
3296,HUZXIL,,
3297,HUZXOR,,
3298,HUZXUX,,
3299,HUZYAE,,
3300,IBABOF,,
3301,IBABOF01,,
3302,IBABUL,,
3303,IBACAS,,
3304,IBAPEJ,,
3305,IBARUA,,
3306,IBASAH,,
3307,IBASEL,,
3308,IBASOV,,
3309,IBASUB,,
3310,IBATEM,,
3311,IBEYOE,,
3312,IBICAZ,,
3313,IBICED,,
3314,IBICIH,,
3315,IBICON,,
3316,IBIRES,,
3317,IBITEU,,
3318,IBITUK,,
3319,IBIYOI_ion_b,,
3320,IBOTAU,,
3321,IBOTEY,,
3322,IBOTIC,,
3323,IBOTOI,,
3324,IBOWIH_charged,,
3325,IBOZIK,,
3326,IBUBAL,,
3327,IBUBIT,,
3328,IBUDOZ,,
3329,IBUYAH,,
3330,ic025743v_s1,,
3331,ic034943jsi20030807_040506,,
3332,ic048812,,
3333,ic049498msi20040906_121120,,
3334,ic050064gsi20050115_040515,,
3335,ic051143vsi20050711_050730,,
3336,ic051810ksi20060220_094504,,
3337,ic0520162si20051122_054836,,
3338,ic0520162si20051122_054857,,
3339,ic060030osi20060309_091447,,
3340,ic060608urom20060410_101638,,
3341,ic060771psi20060614_113937,,
3342,ic070274o-file006,,
3343,ic100188w_si_002,,
3344,ic101789u_si_002,,
3345,ic101935f_si_002_auto,,
3346,ic102347b_si_001,,
3347,ic200463k_si_002,,
3348,ic2017598_si_001_h,,
3349,ic202626c_si_002,,
3350,ic202769e_si_002,,
3351,ic300665a_si_002,,
3352,ic3019502_si_002,,
3353,ic400607w_si_001,,
3354,ic400777c_si_002,,
3355,ic400853r_si_002,,
3356,ic401157n_si_002,,
3357,ic401157n_si_003,,
3358,ic401474f_si_002,,
3359,ic402058f_si_002,,
3360,ic402058f_si_003,,
3361,ic402058f_si_004,,
3362,ic402058f_si_005,,
3363,ic402280p_si_002,,
3364,ic402692p_si_002,,
3365,ic402692p_si_003,,
3366,ic402692p_si_004,,
3367,ic402692p_si_005,,
3368,ic403134c_si_002,,
3369,ic500323r_si_001,,
3370,ic500323r_si_002,,
3371,ic5008457_si_002,,
3372,ic5011133_si_002,,
3373,ic5011133_si_003,,
3374,ic5011133_si_004,,
3375,ic501477u_si_002,,
3376,ic501801f_si_002,,
3377,ic501801f_si_003,,
3378,ic501849g_si_002,,
3379,ic501898x_si_004,,
3380,ic501898x_si_005,,
3381,ic502042h_si_002,,
3382,ic5021302_si_002,,
3383,ic502254c_si_002,,
3384,ic502369y_si_002,,
3385,ic502643m_si_003,,
3386,ic502643m_si_006,,
3387,ic502643m_si_007,,
3388,ic502643m_si_008,,
3389,ic502643m_si_009,,
3390,ic502643m_si_010,,
3391,ic502725y_si_003,,
3392,ic502725y_si_004,,
3393,ic502730y_si_002,,
3394,ic5028256_si_002,,
3395,ic502921j_si_002,,
3396,ic502921j_si_003,,
3397,ic5029383_si_002,,
3398,ic5b00096_auto,,
3399,ic5b00130_si_002,,
3400,ic5b00194_si_002,,
3401,ic5b00217_si_002,,
3402,ic5b00535_si_002,,
3403,ic5b01023_si_002,,
3404,ic700893w-file001,,
3405,ic7014034-file001,,
3406,ic7025158-file001,,
3407,ic800131r-file003,,
3408,ic8004536-file004,,
3409,ic801404p_si_001,,
3410,ic9002115_si_001,,
3411,ICAGOK,,
3412,ICAQIO,,
3413,ICAQOU,,
3414,ICAROV,,
3415,ICAWUF,,
3416,ICEGED,,
3417,ICIKEL,,
3418,ICIKIP,,
3419,ICISAP,,
3420,ICITEU_charged,,
3421,ICITUK_charged,,
3422,ICIVAS,,
3423,ICIZAV,,
3424,ICIZOL,,
3425,ICODIP,,
3426,ICODIP01,,
3427,ICORAV_ion_b,,
3428,ICOWON,,
3429,ICOYIK,,
3430,IDAGEA_charged,,
3431,IDAGOL,,
3432,IDAGUR,,
3433,IDAZEU,,
3434,IDEYOF,,
3435,IDIWIB,,
3436,IDIWUN,,
3437,IDIXAU,,
3438,IDORAW,,
3439,IDORIE,,
3440,IDUDES,,
3441,IDUDIW,,
3442,IDUTUW,,
3443,IFAGON,,
3444,IFAHEC,,
3445,IFAQUC,,
3446,IFAREN_charged,,
3447,IFASOZ,,
3448,IFEHUY,,
3449,IFENOY,,
3450,IFENOY01_SL,,
3451,IFENOY02_SL,,
3452,IFENOY03_SL,,
3453,IFEPIT,,
3454,IFEPUG_SL,,
3455,IFEQAN_SL,,
3456,IFEQIV_SL,,
3457,IFEYIB,,
3458,IFOSIG,,
3459,IFUDAO_charged,,
3460,IFUDES_charged,,
3461,IFUNUU,,
3462,IFUXOW,,
3463,IGAGAA,,
3464,IGAGUU,,
3465,IGAHAB,,
3466,IGAHED,,
3467,IGAHED01,,
3468,IGAHED02,,
3469,IGETUL,,
3470,IGEXOH,,
3471,IGINIX,,
3472,IGINIX01,,
3473,IGITOJ,,
3474,IGIZAA,,
3475,IGIZEF,,
3476,IGOJEV,,
3477,IGUCET,,
3478,IGUCIY,,
3479,IGUTEK,,
3480,IGUTUB,,
3481,IGUVIR,,
3482,IGUVIR01,,
3483,IHAJEH,,
3484,IHAJIL,,
3485,IHAZOH,,
3486,IHECAB,,
3487,IHERIY,,
3488,IHILUI,,
3489,IHIMAP,,
3490,IHIMAP01,,
3491,IHIWIF,,
3492,IHOTEG,,
3493,IHUROS,,
3494,IHUTIQ,,
3495,IJANAJ,,
3496,IJANEN,,
3497,IJASES,,
3498,IJASES01,,
3499,IJASIW,,
3500,IJASOC,,
3501,IJATIW,,
3502,IJENER,,
3503,IJEVEA,,
3504,IJEVIE,,
3505,IJEXIF,,
3506,IJEXIF01,,
3507,IJEXUR,,
3508,IJEYON,,
3509,IJIGOX,,
3510,IJISEZ,,
3511,IJISOK_charged,,
3512,IJODES,,
3513,IJUJEE,,
3514,IJUTEM,,
3515,IKAYAU,,
3516,IKEBUV,,
3517,IKEBUV01,,
3518,IKETAU,,
3519,IKETEY,,
3520,IKETIB,,
3521,IKETIC,,
3522,IKETOH_manual,,
3523,IKETOI,,
3524,IKETUN,,
3525,IKETUO,,
3526,IKEVAW,,
3527,IKEZED,,
3528,IKOKEA,,
3529,IKOPEF,,
3530,IKOPIJ,,
3531,IKOQII,,
3532,IKOSOQ,,
3533,IKOSUW_charged,,
3534,IKOTUZ,,
3535,IKOVAH,,
3536,IKOVEL,,
3537,IKUBUL,,
3538,IKUBUL01,,
3539,IKUMAE,,
3540,IKUTIT,,
3541,IKUTOZ,,
3542,IKUTUF,,
3543,ILAGUY_charged,,
3544,ILASIZ,,
3545,ILASUL,,
3546,ILAXEA,,
3547,ILECIN,,
3548,ILEHUD,,
3549,ILENOC,,
3550,ILIFOY,,
3551,ILIFUE,,
3552,ILIGAL,,
3553,ILIGEP,,
3554,ILIMOH,,
3555,ILIMUN,,
3556,ILINIC,,
3557,ILIQEB,,
3558,ILIQIF,,
3559,ILITUT_manual,,
3560,ILOJEZ,,
3561,ILOJOJ,,
3562,ILOSOS,,
3563,ILOTOT,,
3564,ILUFEB_charged,,
3565,ILUFIF,,
3566,ILUFOL,,
3567,ILUFUR,,
3568,ILUGAY,,
3569,ILUGOM,,
3570,ILUHIH,,
3571,ILUHON,,
3572,ILUHUT,,
3573,ILUJAB,,
3574,ILUJEF,,
3575,ILUJIJ,,
3576,IMACND,,
3577,IMAGAG,,
3578,IMAXUR,,
3579,IMEDOV,,
3580,IMIDZB10,,
3581,IMIQIF,,
3582,IMISIH,,
3583,IMUTUG_ion_b,,
3584,INAMUG,,
3585,INARUM,,
3586,INEBOT_charged,,
3587,INEBOT01,,
3588,INESIE,,
3589,INEXIK,,
3590,INEXOQ,,
3591,INIDAL,,
3592,INIGET,,
3593,INIQUR,,
3594,INIRAA,,
3595,INIRAY,,
3596,INIRAY01,,
3597,INIRII,,
3598,INIXOT,,
3599,INOMIJ,,
3600,INOMOP,,
3601,INOMOP01,,
3602,INOVEN,,
3603,INURIS,,
3604,IPICOA,,
3605,IPICUG_charged,,
3606,IPIDUH,,
3607,IPIFAP,,
3608,IPIHIA,,
3609,IPIJEY,,
3610,IPIJUM,,
3611,IPIMEA,,
3612,IPOWOA,,
3613,IQABEJ,,
3614,IQECIS,,
3615,IQEKOG,,
3616,IQEKUM,,
3617,IQEWOQ,,
3618,IQIDES,,
3619,IQIJIC,,
3620,IQILIF,,
3621,IQINAZ,,
3622,IQIPAZ,,
3623,IQOHON,,
3624,IQOHUT,,
3625,IQOJAB,,
3626,IQOJEF,,
3627,IQOKEG,,
3628,IQOKIK,,
3629,IQOZUJ,,
3630,IQUCOO,,
3631,IQUNAJ,,
3632,IQUNAJ01,,
3633,IRAGEN_charged,,
3634,IRAHUF,,
3635,IRAJAN,,
3636,IRAJER,,
3637,IRAJIV,,
3638,IRAYOQ,,
3639,IREKUN,,
3640,IRELAU,,
3641,IRIPOO,,
3642,IRISAD,,
3643,IRISAD01_charged,,
3644,IROHAZ,,
3645,IROHED,,
3646,IROROY,,
3647,IRORUE,,
3648,IROVAO,,
3649,IROVES,,
3650,ISACIP,,
3651,ISENUQ,,
3652,ISIKIF,,
3653,ISIKOL,,
3654,ISIMAZ,,
3655,ISIMUT,,
3656,ISISUZ,,
3657,ISIYOZ,,
3658,ISIYOZ01,,
3659,ISIYUF01,,
3660,ISUCUV,,
3661,ISUFOS,,
3662,ISUGIN,,
3663,ISUGOT,,
3664,ISUXAW,,
3665,ITANUM,,
3666,ITAPAU,,
3667,ITAPIC,,
3668,ITETEH,,
3669,ITIBET,,
3670,ITIBOD,,
3671,ITIPAE,,
3672,ITIPOS,,
3673,ITIWAK,,
3674,ITIWEO,,
3675,ITIWIS_charged,,
3676,ITIWOY_charged,,
3677,ITIWUE_charged,,
3678,ITIXAM,,
3679,ITONAI,,
3680,ITOSEQ,,
3681,IVARUT,,
3682,IVEHEW_manual,,
3683,IVEQAC,,
3684,IVEQEG,,
3685,IVETOT,,
3686,IVIKAA,,
3687,IVILEG,,
3688,IVIXIW,,
3689,IVOCON,,
3690,IVOGUX,,
3691,IVUVIG,,
3692,IWAXUZ,,
3693,IWAYAG,,
3694,IWAYEK,,
3695,IWAYIO,,
3696,IWAYOU,,
3697,IWAYUA,,
3698,IWAZEL,,
3699,IWAZIP,,
3700,IWELIG,,
3701,IWELIG01,,
3702,IWEVAJ,,
3703,IWIPIO,,
3704,IWOKOW,,
3705,IWOKUC,,
3706,IWOSAP,,
3707,IWOSUJ01,,
3708,IWOTAQ,,
3709,IXAKAU,,
3710,IXAMAW,,
3711,IXAMEA,,
3712,IXAMIE,,
3713,IXAZEO,,
3714,IXEBEU,,
3715,IXECET,,
3716,IXEDOE_charged,,
3717,IXEDUK_charged,,
3718,IXEFAS_charged,,
3719,IXEJIG,,
3720,IXEJOL,,
3721,IXEJOM,,
3722,IXELAA,,
3723,IXEQIL,,
3724,IXIPAG,,
3725,IXIPEK,,
3726,IXIPIO,,
3727,IXISAJ,,
3728,IXISOX,,
3729,IXISOZ02,,
3730,IXISUD,,
3731,IXITIU02,,
3732,IXITOA02,,
3733,IXODUV,,
3734,IXOFAD,,
3735,IXOFEH,,
3736,IXOFIL,,
3737,IXOFOR,,
3738,IXOFUX,,
3739,IXOFUX01,,
3740,IXUHUE,,
3741,IXUQOJ,,
3742,IXUQUO,,
3743,IXURID,,
3744,IXUWII,,
3745,IXUWOO,,
3746,IYAHAT,,
3747,IYAHEX,,
3748,IYAJID,,
3749,IYAJOJ,,
3750,IYAJUP,,
3751,IYAKAW,,
3752,IYAKIE,,
3753,IYASOS,,
3754,IYAYUE,,
3755,IYAZAL,,
3756,IYEHAX,,
3757,IYEPUZ,,
3758,IYEQUA,,
3759,IYESUC,,
3760,IYEXOZ,,
3761,IYICUP,,
3762,IYIGEC,,
3763,IYOBAA,,
3764,IYOCIK,,
3765,IYOCOQ,,
3766,IYODAD,,
3767,IYOQAQ,,
3768,IYOQIY,,
3769,IYOSUM,,
3770,IYOTAT,,
3771,IYOVIC,,
3772,IYOVOI,,
3773,IYOVUO,,
3774,IYOWID_manual,,
3775,IYUCEM,,
3776,IYUCIQ,,
3777,IYUHEQ,,
3778,IYUHIU_ion_b,,
3779,IYUHOA,,
3780,IYUHUG_ion_b,,
3781,IYUJAO,,
3782,IYUQEZ,,
3783,IYUQID,,
3784,IYUROK,,
3785,IZEBAR,,
3786,IZEBEV,,
3787,IZEFEZ_charged,,
3788,IZEHAX,,
3789,IZENEI,,
3790,IZENIM,,
3791,IZENUY,,
3792,IZEPAF,,
3793,IZEPEJ,,
3794,IZEQUB,,
3795,IZERAI,,
3796,IZEVAM,,
3797,IZEWAN,,
3798,IZIGUV,,
3799,IZIHAC,,
3800,IZIHEG,,
3801,IZIHOQ,,
3802,IZIKEJ,,
3803,IZIKOT02,,
3804,IZISEQ,,
3805,IZOTUM,,
3806,IZOWAW,,
3807,IZOWEA,,
3808,IZUMUM,,
3809,IZUVUV,,
3810,j.ica.2016.05.002_2,,
3811,j.ica.2016.08.030_3,,
3812,j.inoche.2014.12.007_INC05825-mmc2,,
3813,j.inoche.2015.01.025_INC05862-mmc1,,
3814,j.inoche.2015.01.025_INC05862-mmc2,,
3815,j.inoche.2015.03.028_inc05925-mmc2,,
3816,j.inoche.2015.03.054_CIFs,,
3817,j.inoche.2015.05.017_inc05998-mmc2,,
3818,j.inoche.2015.06.004_1,,
3819,j.inoche.2015.06.036_inc06102-mmc1,,
3820,j.inoche.2015.06.036_inc06102-mmc2,,
3821,j.inoche.2015.06.036_inc06102-mmc3,,
3822,j.inoche.2015.12.019_1,,
3823,j.jssc.2014.11.015_mmc2,,
3824,j.jssc.2015.05.012_mmc6,,
3825,j.jssc.2016.09.008_mmc7,,
3826,j.jssc.2016.09.008_mmc8,,
3827,ja039022msi20031007_110612,,
3828,ja073612tsi20070723_060520,,
3829,ja073612tsi20070723_060623,,
3830,ja074366osi20070816_031204,,
3831,ja0752540-file002,,
3832,ja076167asi20070815_063752,,
3833,ja106851d_si_001,,
3834,ja109659k_si_002,,
3835,ja110042b_si_003,,
3836,ja202303b_si_002,,
3837,ja203898s_si_004,,
3838,ja203898s_si_006,,
3839,ja205976v_si_004,,
3840,ja205976v_si_006,,
3841,ja206917z_si_001,,
3842,ja300034j_si_002,,
3843,ja302110d_si_001,,
3844,ja302340b_si_002,,
3845,ja302380x_si_003,,
3846,ja305196u_si_002,,
3847,ja305196u_si_003,,
3848,ja3082523_si_004,,
3849,ja308995t_si_002,,
3850,ja4012707_si_003,,
3851,ja4012707_si_004,,
3852,ja4012707_si_005_manual,,
3853,ja403810k_si_002,,
3854,ja4050828_auto,,
3855,ja406030p_si_002_manual,,
3856,ja406030p_si_003,,
3857,ja406030p_si_004,,
3858,ja406030p_si_005_manual,,
3859,ja406030p_si_006_manual,,
3860,ja406030p_si_007_manual,,
3861,ja406030p_si_008_manual,,
3862,ja406030p_si_009_manual,,
3863,ja406844r_si_002,,
3864,ja407778a_si_003,,
3865,ja408959g_si_002,,
3866,ja408959g_si_003,,
3867,ja411887c_si_002,,
3868,ja500330a_si_005,,
3869,ja500330a_si_006_auto,,
3870,ja500330a_si_007_auto,,
3871,ja500330a_si_009_auto,,
3872,ja500618z_si_002,,
3873,ja500618z_si_003,,
3874,ja500618z_si_004,,
3875,ja500618z_si_005,,
3876,ja500618z_si_006,,
3877,ja500618z_si_007,,
3878,ja500618z_si_008,,
3879,ja5063423_si_002,,
3880,ja506357n_si_002,,
3881,ja507269n_si_002,,
3882,ja507269n_si_003,,
3883,ja507947d_si_001_auto,,
3884,ja5103103_si_002_auto,,
3885,ja510525s_si_002,,
3886,ja510525s_si_003-1,,
3887,ja5111317_ja5111317_si_002_auto,,
3888,ja512137t_si_002,,
3889,ja512311a_si_003_auto,,
3890,ja512311a_si_007_auto,,
3891,ja512437u_si_002,,
3892,ja512437u_si_003,,
3893,ja512437u_si_004,,
3894,ja512762r_si_002_auto,,
3895,ja512973b_si_002_auto,,
3896,ja512973b_si_003_auto,,
3897,ja512973b_si_004_auto,,
3898,ja512973b_si_005_auto,,
3899,ja5131269_si_002,,
3900,ja5131269_si_003,,
3901,ja5b00365_si_002,,
3902,ja5b02556_si_002,,
3903,ja5b02777_si_002,,
3904,ja5b02777_si_003,,
3905,ja5b02777_si_004,,
3906,ja5b02777_si_005,,
3907,ja5b02777_si_006,,
3908,ja5b02777_si_007,,
3909,ja5b02777_si_008,,
3910,ja5b02897_si_003,,
3911,ja5b02999_si_002,,
3912,ja5b02999_si_003,,
3913,ja5b02999_si_004,,
3914,ja5b02999_si_006,,
3915,ja5b02999_si_007,,
3916,ja808995d_si_002,,
3917,ja809985t_si_002,,
3918,ja903726m_si_002,,
3919,ja905009e_si_002,,
3920,ja907023c_si_001,,
3921,ja907023c_si_002,,
3922,ja907023c_si_003,,
3923,ja907023c_si_004,,
3924,ja994186h,,
3925,JABMEF,,
3926,jacs.5b12516_ja5b12516_si_002,,
3927,jacs.5b12516_ja5b12516_si_003,,
3928,jacs.5b12516_ja5b12516_si_004,,
3929,jacs.5b13491_ja5b13491_si_002,,
3930,jacs.6b01345_ja6b01345_si_001,,
3931,jacs.6b01663_ja6b01663_si_003,,
3932,jacs.6b02030_ja6b02030_si_002,,
3933,jacs.6b02030_ja6b02030_si_003,,
3934,jacs.6b04608_ja6b04608_si_003,,
3935,jacs.6b06759_ja6b06759_si_002,,
3936,jacs.6b06759_ja6b06759_si_003,,
3937,jacs.6b06759_ja6b06759_si_004,,
3938,jacs.6b08724_ja6b08724_si_009,,
3939,jacs.6b08724_ja6b08724_si_014,,
3940,jacs.6b08724_ja6b08724_si_016,,
3941,jacs.6b09113_ja6b09113_si_002,,
3942,jacs.6b09155_ja6b09155_si_009,,
3943,JADBIC,,
3944,JADJOQ,,
3945,JADMAF,,
3946,JAFPIQ,,
3947,JAHNEM,,
3948,JAHNEM01,,
3949,JAHNEM02,,
3950,JAHNEM03,,
3951,JAHXUM,,
3952,JAJKUD,,
3953,JAJLAK,,
3954,JAJLEO,,
3955,JAKBIJ,,
3956,JAKBOP,,
3957,JAKBOP01,,
3958,JAKBUV,,
3959,JAKPET,,
3960,JALCAD,,
3961,JALLEQ,,
3962,JALLOA,,
3963,JALPAQ,,
3964,JALTUL,,
3965,JASNAT,,
3966,JASNEX,,
3967,JAVNIE,,
3968,JAVSUV,,
3969,JAVTEG,,
3970,JAVWUY,,
3971,JEBCOJ,,
3972,JEBDOK,,
3973,JEDJUY,,
3974,JEDKEJ,,
3975,JEJKEP,,
3976,JEJKIT,,
3977,JEJWOL,,
3978,JELPAS,,
3979,JEMNAR,,
3980,JEMQEY,,
3981,JENKET_SL,,
3982,JENKIX_SL,,
3983,JESDIV,,
3984,JETNOL,,
3985,JETZAK,,
3986,JEWYAM_charged,,
3987,JEXSOV,,
3988,JEXWUF,,
3989,JEXWUF01,,
3990,JEXXAM,,
3991,JEXXAM05,,
3992,JEXXAM06,,
3993,JEXXAM07,,
3994,JEYXOB,,
3995,JILWIL,,
3996,JILWOR,,
3997,JILXOS,,
3998,JIQVAH,,
3999,JISVAJ,,
4000,JITPOS_SL,,
4001,JITQEI,,
4002,JIVFUQ,,
4003,JIVHIG,,
4004,JIVSEN,,
4005,JIVSIQ,,
4006,JIWKUW,,
4007,JIXWUJ,,
4008,JIXWUJ01,,
4009,JIXWUJ02,,
4010,JIYXUL,,
4011,JIZJAF,,
4012,JIZJEJ,,
4013,JIZJOT,,
4014,JIZJUZ,,
4015,JIZWEW,,
4016,JIZWIA,,
4017,JIZWOG,,
4018,JOBKUI,,
4019,JOCLOD,,
4020,JOCPIB,,
4021,JOCWIJ,,
4022,JODFOZ,,
4023,JODGEP,,
4024,JOFGOC,,
4025,JOFKIA,,
4026,JOFKIA01,,
4027,JOGBIR,,
4028,JOGHEU,,
4029,JOGHIY,,
4030,JOGSAA,,
4031,JOHFIW_manual,,
4032,JOJKUQ,,
4033,JOJLOK,,
4034,JOJMEB,,
4035,JOKWOV,,
4036,JOKXAI,,
4037,JOKXAI10,,
4038,JOKXEM,,
4039,JOKXEM10,,
4040,JOKXOW,,
4041,JOKXOW10,,
4042,JOKXUC,,
4043,JOKXUC10,,
4044,JOKYAJ,,
4045,JOKYAJ10,,
4046,JOKYEN,,
4047,JOKYIR,,
4048,JOKYIR10,,
4049,JOKYOX,,
4050,JOKYOX10,,
4051,JOLYEQ,,
4052,JONKEE,,
4053,JOPWUI,,
4054,JOQSOZ,,
4055,JOQZUM,,
4056,JORBAV,,
4057,JORLEJ,,
4058,JORRAL,,
4059,JORSEQ,,
4060,JORVET,,
4061,JOSNAG,,
4062,JOSNAG01,,
4063,JOSQEN,,
4064,JOSTIU,,
4065,JOTHOP,,
4066,JOVDON,,
4067,JOVROD,,
4068,JOVWOI,,
4069,JOVXEZ,,
4070,JOVYAW,,
4071,JOWFOQ,,
4072,JOXPIX,,
4073,JOYKUF,,
4074,jp102463p_si_002,,
4075,jp102463p_si_004,,
4076,jp2064408_si_002,,
4077,jp209895d_si_002,,
4078,JUBXIP,,
4079,JUCGUL,,
4080,JUCXEK,,
4081,JUFBIX,,
4082,JUFREJ,,
4083,JUFZER,,
4084,JUGLAA,,
4085,JUGQIN,,
4086,JUGQOT,,
4087,JUJMOS,,
4088,JUJTAL,,
4089,JUJZEV,,
4090,JUJZIZ,,
4091,JUKKIL,,
4092,JUKNUA,,
4093,JUMCOL,,
4094,JUMCUR,,
4095,JUMDAY,,
4096,JUMDEC,,
4097,JUNBOL,,
4098,JUNBUR,,
4099,JUPBUT,,
4100,JUPFOP_charged,,
4101,JUPNAL,,
4102,JUQTOG,,
4103,JUQVAU,,
4104,JURKIS,,
4105,JUSBAC,,
4106,JUSHAI,,
4107,JUSHIQ,,
4108,JUSKAL,,
4109,JUTCIM,,
4110,JUTCUW_SL,,
4111,JUVROJ,,
4112,JUVWUU,,
4113,JUWBIO,,
4114,JUXFAL,,
4115,JUXFOZ,,
4116,JUXZOT,,
4117,JUYJIY,,
4118,JUYROM,,
4119,jz4002345_si_002,,
4120,jz4002345_si_003,,
4121,jz4002345_si_004,,
4122,jz4002345_si_005,,
4123,jz4002345_si_006,,
4124,KABNIL,,
4125,KABXAO,,
4126,KABXES,,
4127,KABXIW,,
4128,KABXOC,,
4129,KACZEV,,
4130,KACZIZ,,
4131,KADLOT,,
4132,KADLUZ,,
4133,KAFTUI,,
4134,KAFYAT,,
4135,KAGCAY_charged,,
4136,KAGVUL,,
4137,KAGWEW,,
4138,KAHKUB,,
4139,KAHKUB01,,
4140,KAHKUB02,,
4141,KAHMOW,,
4142,KAHNOX,,
4143,KAHPUE,,
4144,KAHYEY,,
4145,KAHYID,,
4146,KAHYOJ,,
4147,KAHYUP,,
4148,KAJZIH,,
4149,KAKBUW,,
4150,KAKCAD,,
4151,KAKCEH,,
4152,KAKCEH01,,
4153,KAKCEH02,,
4154,KALFEK,,
4155,KALFOU,,
4156,KALGAH,,
4157,KALGEL,,
4158,KANDAG,,
4159,KANDIO,,
4160,KANMIX,,
4161,KAPGUE,,
4162,KAPHAL,,
4163,KAPHOB,,
4164,KAPHOZ_ion_b,,
4165,KAPHUH,,
4166,KARLUM,,
4167,KARNAU,,
4168,KARNID,,
4169,KARTAA,,
4170,KASHUK,,
4171,KASPOL,,
4172,KASRAZ,,
4173,KASRED,,
4174,KATDAM,,
4175,KAVGAQ,,
4176,KAVJAT_charged,,
4177,KAVJEX,,
4178,KAVJEX01,,
4179,KAVKIC,,
4180,KAVLID,,
4181,KAVNIH,,
4182,KAVTEI,,
4183,KAVTUY,,
4184,KAWBOB,,
4185,KAWHEY,,
4186,KAXFUM,,
4187,KAXQIL,,
4188,KAXZUG,,
4189,KAYBIX,,
4190,KAYBUJ,,
4191,KAYCIY,,
4192,KEBDIG_charged,,
4193,KEBFII,,
4194,KECRAL,,
4195,KECRAL10,,
4196,KECRAL11,,
4197,KECRAL12,,
4198,KEDJAG,,
4199,KEDJAG01,,
4200,KEDJAG02,,
4201,KEDJAG03,,
4202,KEDJAG04,,
4203,KEDJAG06,,
4204,KEDJAG08,,
4205,KEDJAG10,,
4206,KEDJAG12,,
4207,KEDJAG14,,
4208,KEDJAG16,,
4209,KEDJAG18,,
4210,KEDJAG20,,
4211,KEDJAG22,,
4212,KEDJAG24,,
4213,KEDJAG26,,
4214,KEDJAG28,,
4215,KEDNOY,,
4216,KEDQAN,,
4217,KEFBEE,,
4218,KEFBII,,
4219,KEFBOO,,
4220,KEFFEI,,
